Function,./bin/1-1/testavl.exe.Delete,./bin/1-1/testavl.exe.DoubleRotateWithLeft,./bin/1-1/testavl.exe.DoubleRotateWithRight,./bin/1-1/testavl.exe.Find,./bin/1-1/testavl.exe.FindMax,./bin/1-1/testavl.exe.FindMin,./bin/1-1/testavl.exe.Height,./bin/1-1/testavl.exe.Insert,./bin/1-1/testavl.exe.MakeEmpty,./bin/1-1/testavl.exe.Max,./bin/1-1/testavl.exe.Retrieve,./bin/1-1/testavl.exe.SingleRotateWithLeft,./bin/1-1/testavl.exe.SingleRotateWithRight,./bin/1-1/testavl.exe.__do_global_ctors_aux,./bin/1-1/testavl.exe.__do_global_dtors_aux,./bin/1-1/testavl.exe.__libc_csu_fini,./bin/1-1/testavl.exe.__libc_csu_init,./bin/1-1/testavl.exe._fini,./bin/1-1/testavl.exe.call_gmon_start,./bin/1-1/testavl.exe.frame_dummy,./bin/1-1/testavl.exe.main,./bin/1-1/teststkl.exe.CreateStack,./bin/1-1/teststkl.exe.DisposeStack,./bin/1-1/teststkl.exe.IsEmpty,./bin/1-1/teststkl.exe.MakeEmpty,./bin/1-1/teststkl.exe.Pop,./bin/1-1/teststkl.exe.Push,./bin/1-1/teststkl.exe.Top,./bin/1-1/teststkl.exe.__do_global_ctors_aux,./bin/1-1/teststkl.exe.__do_global_dtors_aux,./bin/1-1/teststkl.exe.__libc_csu_fini,./bin/1-1/teststkl.exe.__libc_csu_init,./bin/1-1/teststkl.exe._fini,./bin/1-1/teststkl.exe.call_gmon_start,./bin/1-1/teststkl.exe.frame_dummy,./bin/1-1/teststkl.exe.main,./bin/1-1/testtree.exe.Delete,./bin/1-1/testtree.exe.Find,./bin/1-1/testtree.exe.FindMax,./bin/1-1/testtree.exe.FindMin,./bin/1-1/testtree.exe.Insert,./bin/1-1/testtree.exe.MakeEmpty,./bin/1-1/testtree.exe.Retrieve,./bin/1-1/testtree.exe.__do_global_ctors_aux,./bin/1-1/testtree.exe.__do_global_dtors_aux,./bin/1-1/testtree.exe.__libc_csu_fini,./bin/1-1/testtree.exe.__libc_csu_init,./bin/1-1/testtree.exe._fini,./bin/1-1/testtree.exe.call_gmon_start,./bin/1-1/testtree.exe.frame_dummy,./bin/1-1/testtree.exe.main
./src/1-1/stackli.IsEmpty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.736476861653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7875408536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli.MakeEmpty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82119553055,0.844780895114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.725126291625,0.6813112804,1.0,0.150163414401,0.740404400881,0.802357646239,0.793844718719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.567237089131,0.759305843777,1.0,1.0,1.0,0.815807226012,0.844780895114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli.Pop,1.0,0.919807717928,0.919807717928,1.0,1.0,1.0,1.0,1.0,0.925773318208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.932904621931,0.209430584958,1.0,0.935126431564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931526036423,0.944257624181,1.0,1.0,1.0,1.0,0.925773318208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli.Push,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.889751276692,1.0,1.0,1.0,0.825300393535,0.825300393535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.805379294691,1.0,1.0,1.0,1.0,0.195822538933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.885876875604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli.Top,0.655814071135,1.0,1.0,1.0,1.0,1.0,1.0,0.944875638346,1.0,0.919807717928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.935126431564,0.896216186803,1.0,0.865809243862,0.817560904221,1.0,0.156643610328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79457810927,0.888515248363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-O1.Delete,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-O1.Find,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-O1.FindMax,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-O1.FindMin,0.876695167845,0.815910649714,0.815910649714,1.0,1.0,1.0,1.0,1.0,1.0,0.907955324857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.773615371547,1.0,1.0,0.848479110742,1.0,0.920943058496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-O1.Insert,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-O1.MakeEmpty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.944875638346,1.0,1.0,1.0,0.941766797845,0.941766797845,0.642287014659,0.642287014659,1.0,1.0,1.0,1.0,1.0,0.851546636416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.642287014659,0.642287014659,1.0,1.0,1.0,1.0,1.0,0.863052072847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.642287014659,0.642287014659,1.0,1.0,1.0,1.0,1.0,0.851546636416
./src/1-1/tree-O1.Retrieve,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.736476861653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.116116523517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-O2.Delete,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-O2.Find,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.604715292479,1.0,1.0,1.0,1.0,1.0,1.0,0.821143507329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.604715292479,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.604715292479,1.0,1.0
./src/1-1/tree-O2.FindMax,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-O2.FindMin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.604715292479,1.0,1.0,1.0,1.0,1.0,1.0,0.821143507329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.604715292479,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.604715292479,1.0,1.0
./src/1-1/tree-O2.Insert,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-O2.MakeEmpty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.290804272516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.290804272516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.290804272516,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-O2.Retrieve,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-O3.Delete,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-O3.Find,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.645402136258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.604715292479,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
./src/1-1/tree-O3.FindMax,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-O3.FindMin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-O3.Insert,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.645402136258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.604715292479,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
./src/1-1/tree-O3.MakeEmpty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-O3.Retrieve,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-Os.Delete,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-Os.Find,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-Os.FindMax,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-Os.FindMin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-Os.Insert,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-Os.MakeEmpty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree-Os.Retrieve,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree.Delete,1.0,1.0,1.0,1.0,0.514087342096,0.522755420746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.761660839232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.291947958677,1.0,0.514087342096,0.522755420746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree.Find,1.0,1.0,1.0,0.267067477427,1.0,1.0,1.0,0.527237831378,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.871781790306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87502403153,0.644559859861,0.267067477427,1.0,1.0,0.642680845756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.871781790306
./src/1-1/tree.FindMax,1.0,1.0,1.0,1.0,0.0,0.860611854543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.879652921889,1.0,0.0,0.860611854543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree.FindMin,1.0,1.0,1.0,0.684102954553,1.0,0.143219968626,0.73236738066,0.944875638346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931526036423,0.832772872544,0.684102954553,1.0,0.143219968626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree.Insert,1.0,0.868238430826,0.868238430826,0.755689159142,1.0,1.0,1.0,0.290856747067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.289119719721,0.755689159142,1.0,1.0,0.285361691513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree.MakeEmpty,1.0,0.912796481567,0.912796481567,1.0,1.0,0.925721652171,1.0,0.935097405513,0.100737263428,1.0,1.0,0.932437011933,0.932437011933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.890708045104,1.0,0.924664475302,0.930201172106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.846868223922,0.869143376397,1.0,1.0,0.925721652171,1.0,0.100737263428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/tree.Retrieve,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.736476861653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.116116523517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
