Function,./bin/1-1/testavl.exe.Delete,./bin/1-1/testavl.exe.DoubleRotateWithLeft,./bin/1-1/testavl.exe.DoubleRotateWithRight,./bin/1-1/testavl.exe.Find,./bin/1-1/testavl.exe.FindMax,./bin/1-1/testavl.exe.FindMin,./bin/1-1/testavl.exe.Height,./bin/1-1/testavl.exe.Insert,./bin/1-1/testavl.exe.MakeEmpty,./bin/1-1/testavl.exe.Max,./bin/1-1/testavl.exe.Retrieve,./bin/1-1/testavl.exe.SingleRotateWithLeft,./bin/1-1/testavl.exe.SingleRotateWithRight,./bin/1-1/testavl.exe.__do_global_ctors_aux,./bin/1-1/testavl.exe.__do_global_dtors_aux,./bin/1-1/testavl.exe.__libc_csu_fini,./bin/1-1/testavl.exe.__libc_csu_init,./bin/1-1/testavl.exe._fini,./bin/1-1/testavl.exe.call_gmon_start,./bin/1-1/testavl.exe.frame_dummy,./bin/1-1/testavl.exe.main,./bin/1-1/teststkl.exe.CreateStack,./bin/1-1/teststkl.exe.DisposeStack,./bin/1-1/teststkl.exe.IsEmpty,./bin/1-1/teststkl.exe.MakeEmpty,./bin/1-1/teststkl.exe.Pop,./bin/1-1/teststkl.exe.Push,./bin/1-1/teststkl.exe.Top,./bin/1-1/teststkl.exe.__do_global_ctors_aux,./bin/1-1/teststkl.exe.__do_global_dtors_aux,./bin/1-1/teststkl.exe.__libc_csu_fini,./bin/1-1/teststkl.exe.__libc_csu_init,./bin/1-1/teststkl.exe._fini,./bin/1-1/teststkl.exe.call_gmon_start,./bin/1-1/teststkl.exe.frame_dummy,./bin/1-1/teststkl.exe.main,./bin/1-1/testtree.exe.Delete,./bin/1-1/testtree.exe.Find,./bin/1-1/testtree.exe.FindMax,./bin/1-1/testtree.exe.FindMin,./bin/1-1/testtree.exe.Insert,./bin/1-1/testtree.exe.MakeEmpty,./bin/1-1/testtree.exe.Retrieve,./bin/1-1/testtree.exe.__do_global_ctors_aux,./bin/1-1/testtree.exe.__do_global_dtors_aux,./bin/1-1/testtree.exe.__libc_csu_fini,./bin/1-1/testtree.exe.__libc_csu_init,./bin/1-1/testtree.exe._fini,./bin/1-1/testtree.exe.call_gmon_start,./bin/1-1/testtree.exe.frame_dummy,./bin/1-1/testtree.exe.main
./src/1-1/stackli-O2.CreateStack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli-O2.DisposeStack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.857450143934,1.0,1.0,1.0,0.926294328905,0.926294328905,1.0,0.639444872454,1.0,1.0,0.289366479822,0.639444872454,1.0,1.0,1.0,0.886807685773,1.0,1.0,0.924239555371,1.0,0.920943058496,1.0,0.639444872454,1.0,1.0,0.289366479822,0.639444872454,1.0,0.917962790112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639444872454,1.0,1.0,0.289366479822,0.639444872454,1.0,1.0
./src/1-1/stackli-O2.IsEmpty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.852686087253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli-O2.MakeEmpty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.642287014659,1.0,1.0,0.904441539423,1.0,1.0,1.0,0.925773318208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.642287014659,1.0,1.0,0.904441539423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.642287014659,1.0,1.0,0.904441539423,1.0,1.0,1.0,0.925773318208
./src/1-1/stackli-O2.Pop,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.935126431564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli-O2.Push,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli-O2.Top,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.896216186803,1.0,1.0,0.939186968074,1.0,0.935126431564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli-O3.CreateStack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.834626915037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.675632157819,1.0,1.0,0.798713865793,0.817560904221,0.690700976513,0.805379294691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.832772872544,1.0,1.0,1.0,0.828815313406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli-O3.DisposeStack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli-O3.IsEmpty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.852686087253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli-O3.MakeEmpty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.642287014659,1.0,1.0,0.904441539423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.642287014659,1.0,1.0,0.904441539423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.642287014659,1.0,1.0,0.904441539423,1.0,1.0,1.0,1.0
./src/1-1/stackli-O3.Pop,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli-O3.Push,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli-O3.Top,0.885271357045,0.839615435856,0.839615435856,1.0,0.919807717928,0.93409384374,1.0,0.889751276692,1.0,0.919807717928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.870252863127,0.896216186803,1.0,0.865809243862,0.817560904221,0.876280390605,0.805379294691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.832772872544,1.0,0.919807717928,0.93409384374,0.885876875604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli-Os.CreateStack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli-Os.DisposeStack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.920924372451,1.0,1.0,1.0,0.918726600553,0.918726600553,1.0,0.6378220886,1.0,1.0,0.288541751396,0.6378220886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6378220886,1.0,1.0,0.288541751396,0.6378220886,1.0,0.911101499943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6378220886,1.0,1.0,0.288541751396,0.6378220886,1.0,1.0
./src/1-1/stackli-Os.IsEmpty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli-Os.MakeEmpty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli-Os.Pop,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli-Os.Push,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.942938437802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli-Os.Top,1.0,0.919807717928,0.919807717928,1.0,0.919807717928,0.93409384374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.944257624181,1.0,0.919807717928,0.93409384374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
./src/1-1/stackli.CreateStack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.834626915037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.925773318208,0.221517178765,0.896216186803,1.0,0.932904621931,1.0,0.628841171815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931526036423,0.944257624181,1.0,1.0,1.0,0.828815313406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.925773318208
./src/1-1/stackli.DisposeStack,0.731548278958,0.6813112804,0.6813112804,1.0,1.0,1.0,1.0,1.0,0.796397245518,0.7875408536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.904802836177,0.0,1.0,0.709825244225,0.537610960056,1.0,0.71440850853,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.706941244362,1.0,1.0,1.0,1.0,1.0,0.796397245518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
